0	0	1	0	-1
1	2	33	0	-1
2	1	3	0	-1
2	1	12	0	-1
6	3	7	0	-1
10	5	11	0	-1
13	17	46	0	-1
17	6	18	0	-1
19	7	20	0	-1
23	1	24	0	-1
27	1	15	0	-1
28	5	11	0	-1
28	13	11	0	-1
29	10	30	0	-1
37	12	38	0	-1
40	15	41	0	-1
42	16	43	0	-1
43	16	42	0	-1
49	18	50	0	-1
51	5	18	0	-1
52	1	53	0	-1
28	6	30	0	-1
43	2	60	0	-1
51	5	18	0	-1
51	13	59	0	-1
54	2	43	0	-1
57	9	75	0	-1
59	19	51	0	-1
60	2	43	0	-1
63	10	18	0	-1
64	21	65	0	-1
66	1	67	0	-1
69	4	43	0	-1
70	21	29	0	-1
70	21	65	0	-1
73	1	74	0	-1
79	8	80	0	-1
81	1	29	0	-1
82	1	60	0	-1
0	18	49	48	-1
2	1	117	48	-1
15	26	16	48	-1
18	6	18	48	-1
27	1	31	48	-1
28	4	11	48	-1
28	9	11	48	-1
29	31	40	48	-1
40	2	58	48	-1
40	15	147	48	-1
40	31	29	48	-1
49	8	50	48	-1
58	2	40	48	-1
60	1	129	48	-1
94	4	95	48	-1
96	13	54	48	-1
97	6	58	48	-1
99	28	20	48	-1
103	30	30	48	-1
107	14	106	48	-1
108	0	40	48	-1
111	1	18	48	-1
112	4	113	48	-1
114	2	115	48	-1
115	2	114	48	-1
116	1	49	48	-1
122	4	123	48	-1
124	1	58	48	-1
124	4	58	48	-1
130	6	131	48	-1
132	18	35	48	-1
137	1	138	48	-1
139	22	130	48	-1
140	1	141	48	-1
144	10	18	48	-1
146	1	58	48	-1
148	10	149	48	-1
28	9	11	48	-1
28	37	11	48	-1
28	42	30	48	-1
30	5	51	48	-1
30	22	147	48	-1
30	22	181	48	-1
30	38	53	48	-1
34	1	182	48	-1
51	17	203	48	-1
58	19	190	48	-1
58	22	190	48	-1
78	1	28	48	-1
97	6	58	48	-1
108	1	29	48	-1
108	2	170	48	-1
131	2	130	48	-1
134	1	58	48	-1
146	1	58	48	-1
147	21	30	48	-1
153	26	154	48	-1
155	14	156	48	-1
156	14	155	48	-1
157	26	158	48	-1
158	26	157	48	-1
161	10	162	48	-1
164	1	128	48	-1
165	4	35	48	-1
165	11	35	48	-1
165	11	201	48	-1
166	34	8	48	-1
167	1	168	48	-1
172	1	206	48	-1
174	1	29	48	-1
176	25	49	48	-1
178	1	179	48	-1
181	0	15	48	-1
181	21	30	48	-1
191	13	192	48	-1
194	1	15	48	-1
195	10	30	48	-1
197	9	198	48	-1
203	1	30	48	-1
207	9	208	48	-1
209	43	210	48	-1
15	6	235	96	-1
25	9	242	96	-1
27	1	31	96	-1
27	6	30	96	-1
28	9	11	96	-1
29	6	40	96	-1
29	6	219	96	-1
30	3	51	96	-1
30	6	29	96	-1
30	6	40	96	-1
30	6	219	96	-1
30	37	51	96	-1
34	2	232	96	-1
40	6	30	96	-1
40	43	58	96	-1
40	45	58	96	-1
41	2	185	96	-1
44	11	241	96	-1
48	4	254	96	-1
49	8	245	96	-1
49	44	213	96	-1
52	2	124	96	-1
58	19	190	96	-1
58	43	40	96	-1
58	45	40	96	-1
81	1	29	96	-1
83	10	35	96	-1
85	29	75	96	-1
88	1	231	96	-1
99	6	139	96	-1
102	1	16	96	-1
124	2	52	96	-1
130	2	1	96	-1
130	2	131	96	-1
130	2	152	96	-1
133	1	34	96	-1
133	4	34	96	-1
190	49	58	96	-1
212	21	16	96	-1
214	16	215	96	-1
215	16	214	96	-1
216	4	190	96	-1
216	6	190	96	-1
218	26	217	96	-1
219	6	29	96	-1
219	6	40	96	-1
220	6	58	96	-1
221	37	222	96	-1
225	1	239	96	-1
227	6	16	96	-1
232	2	34	96	-1
233	11	234	96	-1
235	6	15	96	-1
236	1	108	96	-1
237	0	58	96	-1
240	1	28	96	-1
240	46	28	96	-1
242	7	243	96	-1
244	47	51	96	-1
247	4	248	96	-1
251	1	252	96	-1
253	11	16	96	-1
257	6	210	96	-1
258	0	16	96	-1
15	1	16	96	-1
15	22	270	96	-1
18	22	65	96	-1
28	1	10	96	-1
28	4	11	96	-1
28	37	271	96	-1
30	9	51	96	-1
31	1	293	96	-1
38	6	43	96	-1
40	2	29	96	-1
40	6	30	96	-1
40	15	41	96	-1
40	17	58	96	-1
40	52	30	96	-1
40	52	53	96	-1
49	18	0	96	-1
56	1	57	96	-1
58	5	30	96	-1
58	16	40	96	-1
58	22	220	96	-1
58	45	40	96	-1
76	21	96	96	-1
85	9	75	96	-1
96	22	76	96	-1
124	1	58	96	-1
124	2	274	96	-1
124	2	288	96	-1
130	21	139	96	-1
153	6	154	96	-1
154	6	153	96	-1
163	0	282	96	-1
188	26	129	96	-1
188	31	96	96	-1
197	9	198	96	-1
211	18	51	96	-1
219	17	29	96	-1
235	2	16	96	-1
257	6	210	96	-1
260	50	94	96	-1
261	22	262	96	-1
263	6	30	96	-1
269	51	1	96	-1
275	1	281	96	-1
279	40	280	96	-1
283	11	163	96	-1
288	2	124	96	-1
289	1	290	96	-1
291	26	292	96	-1
294	1	295	96	-1
301	52	302	96	-1
303	11	8	96	-1
304	1	188	96	-1
305	1	306	96	-1
10	7	271	144	-1
15	13	16	144	-1
16	1	340	144	-1
25	9	319	144	-1
27	53	145	144	-1
28	4	11	144	-1
28	6	11	144	-1
28	37	10	144	-1
30	1	58	144	-1
30	2	27	144	-1
30	17	58	144	-1
30	22	27	144	-1
30	45	323	144	-1
33	14	342	144	-1
34	38	182	144	-1
35	4	182	144	-1
38	31	321	144	-1
40	6	30	144	-1
53	22	317	144	-1
58	6	30	144	-1
58	6	126	144	-1
58	16	40	144	-1
58	22	220	144	-1
58	54	30	144	-1
65	3	30	144	-1
88	22	320	144	-1
98	9	349	144	-1
99	2	333	144	-1
108	1	29	144	-1
124	0	29	144	-1
124	1	53	144	-1
126	1	350	144	-1
139	22	316	144	-1
179	56	32	144	-1
193	5	51	144	-1
197	9	198	144	-1
200	29	11	144	-1
220	21	58	144	-1
245	7	49	144	-1
289	9	351	144	-1
308	13	309	144	-1
310	2	311	144	-1
311	2	310	144	-1
314	1	315	144	-1
318	16	219	144	-1
323	45	30	144	-1
325	1	179	144	-1
326	14	327	144	-1
327	14	326	144	-1
331	11	11	144	-1
332	7	51	144	-1
333	2	99	144	-1
334	13	335	144	-1
338	1	339	144	-1
342	14	33	144	-1
343	9	344	144	-1
345	1	346	144	-1
352	2	353	144	-1
0	7	49	144	-1
1	31	130	144	-1
18	22	29	144	-1
18	22	58	144	-1
25	9	319	144	-1
27	21	30	144	-1
28	6	11	144	-1
29	31	40	144	-1
30	17	40	144	-1
30	22	27	144	-1
32	6	31	144	-1
34	2	83	144	-1
40	6	29	144	-1
40	6	58	144	-1
40	31	29	144	-1
58	21	18	144	-1
60	22	34	144	-1
60	22	380	144	-1
83	2	34	144	-1
90	8	89	144	-1
97	1	58	144	-1
99	6	139	144	-1
100	6	30	144	-1
124	1	58	144	-1
124	37	58	144	-1
126	6	58	144	-1
130	31	1	144	-1
139	22	99	144	-1
146	31	126	144	-1
169	0	2	144	-1
186	2	358	144	-1
186	19	40	144	-1
263	53	381	144	-1
334	20	335	144	-1
358	0	186	144	-1
358	2	186	144	-1
358	6	30	144	-1
358	21	30	144	-1
365	21	366	144	-1
367	25	368	144	-1
369	58	369	144	-1
370	1	371	144	-1
374	1	63	144	-1
375	2	58	144	-1
377	47	277	144	-1
379	0	40	144	-1
381	53	263	144	-1
383	11	384	144	-1
385	7	117	144	-1
388	1	18	144	-1
18	22	200	192	-1
28	9	11	192	-1
28	12	11	192	-1
30	0	402	192	-1
30	2	358	192	-1
30	9	100	192	-1
51	6	30	192	-1
51	15	30	192	-1
52	1	53	192	-1
53	59	396	192	-1
58	15	53	192	-1
76	60	77	192	-1
77	60	76	192	-1
97	26	393	192	-1
99	21	139	192	-1
121	1	360	192	-1
129	61	141	192	-1
139	22	99	192	-1
168	2	141	192	-1
200	21	18	192	-1
219	16	40	192	-1
332	7	51	192	-1
